x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.23,2012-06-23 0:00,NU,2012,6,23,1.9,,0.5,,3.2,,0.8,M,,M,,M,,,13,,32,,0,,16.1,,90,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.24,2012-06-24 0:00,NU,2012,6,24,5.8,,0.6,,11,,,M,,M,,M,,,0,,0,,0,,12.2,,73,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.25,2012-06-25 0:00,NU,2012,6,25,8.7,,2.3,,15,,0,,,M,,M,,,0,,0,,0,,9.3,,67,,93,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.26,2012-06-26 0:00,NU,2012,6,26,2.8,,1.9,,3.7,,0,,,M,,M,,,0,,0,,0,,15.2,,89,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.27,2012-06-27 0:00,NU,2012,6,27,3.7,,1.4,,5.9,,6.6,,,M,,M,,,0,,0,,0,,14.3,,89,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.28,2012-06-28 0:00,NU,2012,6,28,3.5,,1.6,,5.4,,0.2,M,,M,,M,,,0,,0,,0,,14.5,,97,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.29,2012-06-29 0:00,NU,2012,6,29,3.3,,0.9,,5.6,,0,,,M,,M,,,0,,0,,0,,14.7,,95,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.6.30,2012-06-30 0:00,NU,2012,6,30,4.7,,0.9,,8.5,,0,,,M,,M,,,0,,0,,0,,13.3,,82,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.1,2012-07-01 0:00,NU,2012,7,1,8.1,,3.4,,12.8,,,M,,M,,M,,,0,,0,,0,,9.9,,,,,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.2,2012-07-02 0:00,NU,2012,7,2,3.6,,1.7,,5.5,,0,,,M,,M,,,33,,39,,0,,14.4,,83,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.3,2012-07-03 0:00,NU,2012,7,3,3.6,,1.2,,6,,0,,,M,,M,,,32,,43,,0,,14.4,,86,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.4,2012-07-04 0:00,NU,2012,7,4,2.1,,1,,3.2,,0.2,M,,M,,M,,,0,,0,,0,,15.9,,89,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.5,2012-07-05 0:00,NU,2012,7,5,3.7,,2.1,,5.3,,0.2,M,,M,,M,,,0,,0,,0,,14.3,,84,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.6,2012-07-06 0:00,NU,2012,7,6,5.1,,2.4,,7.7,,0,,,M,,M,,,0,,0,,0,,12.9,,82,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.7,2012-07-07 0:00,NU,2012,7,7,4,,-0.5,,8.5,,0,,,M,,M,,,12,,37,,0,,14,,81,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.8,2012-07-08 0:00,NU,2012,7,8,2.1,,-0.9,,5,,0,,,M,,M,,,0,,0,,0,,15.9,,88,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.9,2012-07-09 0:00,NU,2012,7,9,4.2,E,2.6,E,5.8,,,M,,M,,M,,,0,,0,,0,E,13.8,E,91,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.10,2012-07-10 0:00,NU,2012,7,10,5.7,,3.7,,7.6,,0,,,M,,M,,,0,,0,,0,,12.3,,89,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.11,2012-07-11 0:00,NU,2012,7,11,6.5,,4.1,,8.9,,4.4,M,,M,,M,,,0,,0,,0,,11.5,,92,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.12,2012-07-12 0:00,NU,2012,7,12,9.8,,3.9,,15.7,,0,,,M,,M,,,0,,0,,0,,8.2,,67,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.13,2012-07-13 0:00,NU,2012,7,13,9.7,,6,,13.4,,0,,,M,,M,,,0,,0,,0,,8.3,,75,,91,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.14,2012-07-14 0:00,NU,2012,7,14,9.1,,4.7,,13.5,,0,,,M,,M,,,0,,0,,0,,8.9,,72,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.15,2012-07-15 0:00,NU,2012,7,15,8.7,,5,,12.3,,0,,,M,,M,,,12,,32,,0,,9.3,,66,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.16,2012-07-16 0:00,NU,2012,7,16,8.9,E,5.2,E,12.6,,,M,,M,,M,,,0,,0,,0,E,9.1,E,59,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.17,2012-07-17 0:00,NU,2012,7,17,11,,5.7,,16.2,,0,,,M,,M,,,0,,0,,0,,7,,60,,91,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.18,2012-07-18 0:00,NU,2012,7,18,9.9,,6.2,,13.6,,0,,,M,,M,,,0,,0,,0,,8.1,,71,,94,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.19,2012-07-19 0:00,NU,2012,7,19,14.3,,7,,21.5,,0,,,M,,M,,,0,,0,,0,,3.7,,38,,92,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.20,2012-07-20 0:00,NU,2012,7,20,12.2,,8.8,,15.6,,0,,,M,,M,,,35,,32,,0,,5.8,,62,,93,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.21,2012-07-21 0:00,NU,2012,7,21,7.8,,4.8,,10.7,,0,,,M,,M,,,34,,41,,0,,10.2,,60,,95,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.22,2012-07-22 0:00,NU,2012,7,22,8.8,,4.8,,12.8,,0,,,M,,M,,,34,,39,,0,,9.2,,55,,90,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.23,2012-07-23 0:00,NU,2012,7,23,9.1,,4.3,,13.8,,0,,,M,,M,,,14,,35,,0,,8.9,,57,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.24,2012-07-24 0:00,NU,2012,7,24,7.2,,3.3,,11.1,,0,,,M,,M,,,12,,33,,0,,10.8,,69,,94,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.25,2012-07-25 0:00,NU,2012,7,25,7.2,,3.2,,11.1,,0,,,M,,M,,,33,,43,,0,,10.8,,76,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.26,2012-07-26 0:00,NU,2012,7,26,5.5,,3.2,,7.7,,7,M,,M,,M,,,13,,43,,0,,12.5,,85,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.27,2012-07-27 0:00,NU,2012,7,27,5.1,,2.8,,7.4,,2.9,M,,M,,M,,,0,,0,,0,,12.9,,94,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.28,2012-07-28 0:00,NU,2012,7,28,9.1,,4.5,,13.6,,0,,,M,,M,,,22,,57,,0,,8.9,,38,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.29,2012-07-29 0:00,NU,2012,7,29,7.8,,4.8,,10.8,,8.3,,,M,,M,,,0,,0,,0,,10.2,,54,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.30,2012-07-30 0:00,NU,2012,7,30,6.4,,4.7,,8.1,,5.5,,,M,,M,,,0,,0,,0,,11.6,,90,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.7.31,2012-07-31 0:00,NU,2012,7,31,6.4,,4.3,,8.4,,0,,,M,,M,,,0,,0,,0,,11.6,,87,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.1,2012-08-01 0:00,NU,2012,8,1,5.9,,4.4,,7.3,,2.7,,,M,,M,,,0,,0,,0,,12.1,,95,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.2,2012-08-02 0:00,NU,2012,8,2,4.9,,4,,5.8,,12.7,,,M,,M,,,34,,46,,0,,13.1,,97,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.3,2012-08-03 0:00,NU,2012,8,3,4.2,,2.1,,6.2,,0,,,M,,M,,,13,,32,,0,,13.8,,97,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.4,2012-08-04 0:00,NU,2012,8,4,4.2,,1.8,,6.5,,0,,,M,,M,,,30,,41,,0,,13.8,,88,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.5,2012-08-05 0:00,NU,2012,8,5,7.5,,4.7,,10.3,,0,,,M,,M,,,31,,43,,0,,10.5,,70,,95,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.6,2012-08-06 0:00,NU,2012,8,6,6.2,,3.6,,8.7,,0,,,M,,M,,,12,,35,,0,,11.8,,81,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.7,2012-08-07 0:00,NU,2012,8,7,7.3,,3.7,,10.9,,0,,,M,,M,,,34,,32,,0,,10.7,,71,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.8,2012-08-08 0:00,NU,2012,8,8,6.4,,3.9,,8.8,,,M,,M,,M,,,0,,0,,0,,11.6,,88,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.9,2012-08-09 0:00,NU,2012,8,9,3.5,,1.7,,5.2,,0,,,M,,M,,,0,,0,,0,,14.5,,98,,99,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.10,2012-08-10 0:00,NU,2012,8,10,6.6,,3.2,,10,,0,,,M,,M,,,32,,37,,0,,11.4,,62,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.11,2012-08-11 0:00,NU,2012,8,11,9.1,,3.3,,14.9,,0,,,M,,M,,,20,,37,,0,,8.9,,47,,91,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.12,2012-08-12 0:00,NU,2012,8,12,7.8,,6.2,,9.4,,12.8,,,M,,M,,,14,,44,,0,,10.2,,71,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.13,2012-08-13 0:00,NU,2012,8,13,6.5,,5.3,,7.7,,0,,,M,,M,,,33,,37,,0,,11.5,,83,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.14,2012-08-14 0:00,NU,2012,8,14,6.2,,3.8,,8.5,,0,,,M,,M,,,14,,33,,0,,11.8,,81,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.15,2012-08-15 0:00,NU,2012,8,15,6.8,,3.9,,9.6,,1.1,M,,M,,M,,,13,,44,,0,,11.2,,93,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.16,2012-08-16 0:00,NU,2012,8,16,10.7,,4.8,,16.5,,0,,,M,,M,,,22,,41,,0,,7.3,,63,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.17,2012-08-17 0:00,NU,2012,8,17,7.6,,4.9,,10.3,,0,,,M,,M,,,26,,43,,0,,10.4,,57,,86,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.18,2012-08-18 0:00,NU,2012,8,18,,M,3.9,E,,M,,M,,M,,M,,,33,E,46,E,,M,,M,86,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.19,2012-08-19 0:00,NU,2012,8,19,,M,,M,,M,,M,,M,,M,,,0,,0,,,M,,M,89,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.20,2012-08-20 0:00,NU,2012,8,20,,M,3.9,E,,M,,M,,M,,M,,,0,,0,,,M,,M,93,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.21,2012-08-21 0:00,NU,2012,8,21,6,,4.5,,7.5,,,M,,M,,M,,,0,,0,,0,,12,,94,,98,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.22,2012-08-22 0:00,NU,2012,8,22,,M,,M,,M,,M,,M,,M,,,0,,0,,,M,,M,,,,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2012.8.23,2012-08-23 0:00,NU,2012,8,23,,M,5,E,,M,,M,,M,,M,,,0,,0,,,M,,M,97,,98,
