x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.11,2012-05-11 0:00,NU,2012,5,11,0.4,,-0.6,,1.3,,2.5,,,M,,M,15,,0,,0,,0,,17.6,,85,,98,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.12,2012-05-12 0:00,NU,2012,5,12,0.1,,-0.7,,0.8,,0,,,M,,M,15,,10,,48,,0,,17.9,,92,,97,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.13,2012-05-13 0:00,NU,2012,5,13,-2,,-5.5,,1.5,,0,,,M,,M,13,,3,,48,,0,,20,,84,,96,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.14,2012-05-14 0:00,NU,2012,5,14,0.5,,-0.9,,1.9,,0.3,,,M,,M,11,,4,,33,,0,,17.5,,83,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.15,2012-05-15 0:00,NU,2012,5,15,0.6,,-1.8,,2.9,,0.2,,,M,,M,9,,34,,32,,0,,17.4,,75,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.16,2012-05-16 0:00,NU,2012,5,16,-0.8,,-3.8,,2.3,,0.2,,,M,,M,9,,0,,0,,0,,18.8,,80,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.17,2012-05-17 0:00,NU,2012,5,17,-3.8,,-5.9,,-1.7,,0,,,M,,M,9,,35,,35,,0,,21.8,,78,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.18,2012-05-18 0:00,NU,2012,5,18,-4.3,,-7.3,,-1.2,,0,,,M,,M,9,,33,,37,,0,,22.3,,79,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.19,2012-05-19 0:00,NU,2012,5,19,-5.2,,-8.9,,-1.4,,0,,,M,,M,9,,0,,0,,0,,23.2,,64,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.20,2012-05-20 0:00,NU,2012,5,20,-2.1,,-5.4,,1.2,,0,,,M,,M,9,,36,,37,,0,,20.1,,71,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.21,2012-05-21 0:00,NU,2012,5,21,-4.1,,-6.1,,-2,,0,,,M,,M,9,,36,,37,,0,,22.1,,73,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.22,2012-05-22 0:00,NU,2012,5,22,-3.9,,-7.2,,-0.5,,0,,,M,,M,9,,0,,0,,0,,21.9,,75,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.23,2012-05-23 0:00,NU,2012,5,23,-1,,-6,,4,,0,,,M,,M,9,,34,,43,,0,,19,,78,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.24,2012-05-24 0:00,NU,2012,5,24,-4.2,,-6.2,,-2.2,,0,,,M,,M,8,,36,,52,,0,,22.2,,71,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.25,2012-05-25 0:00,NU,2012,5,25,-5.4,,-8.1,,-2.7,,0,,,M,,M,9,,32,,35,,0,,23.4,,74,,84,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.26,2012-05-26 0:00,NU,2012,5,26,-4.1,,-6.5,,-1.6,,0,,,M,,M,9,,0,,0,,0,,22.1,,71,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.27,2012-05-27 0:00,NU,2012,5,27,-1.7,,-3,,-0.4,,0,,,M,,M,9,,0,,0,,0,,19.7,,71,,79,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.28,2012-05-28 0:00,NU,2012,5,28,-1.3,,-3.7,,1.2,,,M,,M,,M,9,,0,,0,,0,,19.3,,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.29,2012-05-29 0:00,NU,2012,5,29,0.2,,-5.2,,5.6,,0,,,M,,M,10,,35,,54,,0,,17.8,,73,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.30,2012-05-30 0:00,NU,2012,5,30,0.5,,-3.1,,4.1,,0,,,M,,M,9,,34,,52,,0,,17.5,,64,,91,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.5.31,2012-05-31 0:00,NU,2012,5,31,-0.2,,-4,,3.7,,0,,,M,,M,9,,3,,39,,0,,18.2,,71,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.1,2012-06-01 0:00,NU,2012,6,1,1.7,,-0.9,,4.2,,0,,,M,,M,9,,35,,43,,0,,16.3,,77,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.2,2012-06-02 0:00,NU,2012,6,2,2.8,,0.4,,5.1,,0.4,,,M,,M,9,,0,,0,,0,,15.2,,71,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.3,2012-06-03 0:00,NU,2012,6,3,3.7,,0.4,,7,,0,,,M,,M,9,,0,,0,,0,,14.3,,72,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.4,2012-06-04 0:00,NU,2012,6,4,3,,-0.3,,6.2,,0,,,M,,M,9,,0,,0,,0,,15,,70,,91,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.5,2012-06-05 0:00,NU,2012,6,5,3,,-0.7,,6.7,,0,,,M,,M,9,,0,,0,,0,,15,,72,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.6,2012-06-06 0:00,NU,2012,6,6,4.5,,0.4,,8.5,,0,,,M,,M,9,,0,,0,,0,,13.5,,84,,97,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.7,2012-06-07 0:00,NU,2012,6,7,3.5,,0.5,,6.4,,0.2,,,M,,M,8,,36,,43,,0,,14.5,,67,,96,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.8,2012-06-08 0:00,NU,2012,6,8,2.2,,-0.8,,5.2,,0,,,M,,M,8,,33,,35,,0,,15.8,,67,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.9,2012-06-09 0:00,NU,2012,6,9,3.9,,1,,6.7,,0,,,M,,M,8,,1,,35,,0,,14.1,,58,,91,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.10,2012-06-10 0:00,NU,2012,6,10,3.4,,0.4,,6.3,,0.3,,,M,,M,8,,33,,35,,0,,14.6,,71,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.11,2012-06-11 0:00,NU,2012,6,11,2.7,,-0.3,,5.7,,0,,,M,,M,8,,3,,57,,0,,15.3,,59,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.12,2012-06-12 0:00,NU,2012,6,12,4.2,,1,,7.4,,0,,,M,,M,8,,34,,59,,0,,13.8,,66,,85,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.13,2012-06-13 0:00,NU,2012,6,13,4.4,,1.4,,7.4,,0,,,M,,M,7,,33,,69,,0,,13.6,,65,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.14,2012-06-14 0:00,NU,2012,6,14,5.2,,1.5,,8.8,,0,,,M,,M,7,,27,,48,,0,,12.8,,66,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.15,2012-06-15 0:00,NU,2012,6,15,5.8,,1.3,,10.3,,0,,,M,,M,7,,30,,33,,0,,12.2,,47,,87,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.16,2012-06-16 0:00,NU,2012,6,16,5.1,,0.7,,9.5,,0,,,M,,M,,,1,,32,,0,,12.9,,47,,82,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.17,2012-06-17 0:00,NU,2012,6,17,3.7,,-0.8,,8.2,,0,,,M,,M,,,2,,35,,0,,14.3,,53,,86,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.18,2012-06-18 0:00,NU,2012,6,18,4.7,,0.3,,9.1,,0,,,M,,M,,,31,,44,,0,,13.3,,56,,88,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.19,2012-06-19 0:00,NU,2012,6,19,8.2,,-0.8,,17.1,,0,,,M,,M,,,2,,39,,0,,9.8,,44,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.20,2012-06-20 0:00,NU,2012,6,20,9.1,,5.4,,12.7,,3.3,,,M,,M,,,1,,35,,0,,8.9,,60,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.21,2012-06-21 0:00,NU,2012,6,21,8,,4.6,,11.3,,0.2,,,M,,M,,,30,,50,,0,,10,,69,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.22,2012-06-22 0:00,NU,2012,6,22,7.9,,3.1,,12.7,,0,,,M,,M,,,35,,50,,0,,10.1,,61,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.23,2012-06-23 0:00,NU,2012,6,23,7.3,,3.9,,10.7,,0,,,M,,M,,,34,,67,,0,,10.7,,66,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.24,2012-06-24 0:00,NU,2012,6,24,7.8,,3.5,,12,,0,,,M,,M,,,33,,48,,0,,10.2,,62,,91,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.25,2012-06-25 0:00,NU,2012,6,25,8.6,,3.8,,13.3,,,M,,M,,M,,,0,,0,,0,,9.4,,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.26,2012-06-26 0:00,NU,2012,6,26,9.3,,5.7,,12.8,,0,,,M,,M,,,32,,43,,0,,8.7,,60,,91,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.27,2012-06-27 0:00,NU,2012,6,27,9.6,,5.5,,13.6,,0,,,M,,M,,,0,,0,,0,,8.4,,62,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.28,2012-06-28 0:00,NU,2012,6,28,9.9,,5.8,,14,,0,,,M,,M,,,5,,44,,0,,8.1,,47,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.29,2012-06-29 0:00,NU,2012,6,29,7,,3.6,,10.3,,6.7,,,M,,M,,,2,,46,,0,,11,,65,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.6.30,2012-06-30 0:00,NU,2012,6,30,10,,5.4,,14.5,,4.3,,,M,,M,,,35,,39,,0,,8,,59,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.1,2012-07-01 0:00,NU,2012,7,1,12.2,,5.4,,18.9,,0.2,,,M,,M,,,29,,41,,0,,5.8,,47,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.2,2012-07-02 0:00,NU,2012,7,2,11.2,,5.8,,16.5,,0,,,M,,M,,,0,,0,,0,,6.8,,51,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.3,2012-07-03 0:00,NU,2012,7,3,14.4,,8.3,,20.5,,0,,,M,,M,,,0,,0,,0,,3.6,,36,,77,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.4,2012-07-04 0:00,NU,2012,7,4,15.2,,9.6,,20.8,,0,,,M,,M,,,0,,0,,0,,2.8,,37,,81,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.5,2012-07-05 0:00,NU,2012,7,5,10.9,,6.9,,14.8,,0,,,M,,M,,,10,,39,,0,,7.1,,60,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.6,2012-07-06 0:00,NU,2012,7,6,16,,8.5,,23.4,,0.5,,,M,,M,,,0,,0,,0,,2,,30,,88,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.7,2012-07-07 0:00,NU,2012,7,7,14.7,,8.8,,20.6,,0.2,,,M,,M,,,34,,32,,0,,3.3,,32,,82,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.8,2012-07-08 0:00,NU,2012,7,8,15.1,,9.5,,20.7,,0.6,,,M,,M,,,0,,0,,0,,2.9,,36,,78,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.9,2012-07-09 0:00,NU,2012,7,9,15,,8.4,,21.6,,0.2,,,M,,M,,,0,,0,,0,,3,,44,,87,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.10,2012-07-10 0:00,NU,2012,7,10,14.2,,7.9,,20.5,,2.3,,,M,,M,,,11,,32,,0,,3.8,,65,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.11,2012-07-11 0:00,NU,2012,7,11,15.5,,11.3,,19.6,,0,,,M,,M,,,0,,0,,0,,2.5,,67,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.12,2012-07-12 0:00,NU,2012,7,12,11.9,,8.2,,15.5,,0,,,M,,M,,,35,,46,,0,,6.1,,67,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.13,2012-07-13 0:00,NU,2012,7,13,9.4,,6.1,,12.7,,3.7,,,M,,M,,,1,,43,,0,,8.6,,71,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.14,2012-07-14 0:00,NU,2012,7,14,11.9,,9,,14.7,,0,,,M,,M,,,34,,57,,0,,6.1,,61,,83,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.15,2012-07-15 0:00,NU,2012,7,15,11.9,,8.5,,15.3,,0,,,M,,M,,,34,,59,,0,,6.1,,63,,80,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.16,2012-07-16 0:00,NU,2012,7,16,14.6,,9.8,,19.4,,0,,,M,,M,,,35,,33,,0,,3.4,,52,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.17,2012-07-17 0:00,NU,2012,7,17,15.8,E,12,E,19.6,E,,M,,M,,M,,,0,,0,,0,E,2.2,E,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.18,2012-07-18 0:00,NU,2012,7,18,13.4,,10.8,,16,,0.2,,,M,,M,,,12,,46,,0,,4.6,,66,,87,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.19,2012-07-19 0:00,NU,2012,7,19,14.8,,9.3,,20.3,,0.2,,,M,,M,,,12,,44,,0,,3.2,,55,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.20,2012-07-20 0:00,NU,2012,7,20,9,,7.7,,10.2,,7.4,,,M,,M,,,10,,52,,0,,9,,90,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.21,2012-07-21 0:00,NU,2012,7,21,10.7,,8.6,,12.7,,0.3,,,M,,M,,,35,,50,,0,,7.3,,86,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.22,2012-07-22 0:00,NU,2012,7,22,13.3,,8.3,,18.3,,0,,,M,,M,,,33,,59,,0,,4.7,,52,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.23,2012-07-23 0:00,NU,2012,7,23,12.5,,6.5,,18.5,,0.3,,,M,,M,,,31,,63,,0,,5.5,,58,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.24,2012-07-24 0:00,NU,2012,7,24,,M,6.1,E,,M,,M,,M,,M,,,0,,0,,,M,,M,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.25,2012-07-25 0:00,NU,2012,7,25,,M,4.4,E,,M,,M,,M,,M,,,0,,0,,,M,,M,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.26,2012-07-26 0:00,NU,2012,7,26,9.4,,4.6,,14.2,,0,,,M,,M,,,35,,56,,0,,8.6,,44,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.27,2012-07-27 0:00,NU,2012,7,27,8.8,,4.7,,12.8,,3.9,,,M,,M,,,3,,44,,0,,9.2,,64,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.28,2012-07-28 0:00,NU,2012,7,28,9.3,,4.4,,14.1,,0.9,,,M,,M,,,0,,0,,0,,8.7,,,,,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.29,2012-07-29 0:00,NU,2012,7,29,9.1,,5.3,,12.8,,0,,,M,,M,,,31,,50,,0,,8.9,,67,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.30,2012-07-30 0:00,NU,2012,7,30,9.1,,4.3,,13.9,,0,,,M,,M,,,1,,35,,0,,8.9,,50,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.7.31,2012-07-31 0:00,NU,2012,7,31,8.8,,6.2,,11.3,,0,,,M,,M,,,34,,44,,0,,9.2,,63,,87,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.1,2012-08-01 0:00,NU,2012,8,1,9.7,,5.8,,13.5,,0,,,M,,M,,,33,,39,,0,,8.3,,61,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.2,2012-08-02 0:00,NU,2012,8,2,10.1,,5.9,,14.2,,0,,,M,,M,,,1,,37,,0,,7.9,,47,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.3,2012-08-03 0:00,NU,2012,8,3,11.8,,5.5,,18,,0,,,M,,M,,,30,,32,,0,,6.2,,43,,86,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.4,2012-08-04 0:00,NU,2012,8,4,16.7,,8.8,,24.5,,0,,,M,,M,,,33,,35,,0,,1.3,,30,,81,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.5,2012-08-05 0:00,NU,2012,8,5,12.9,,8.4,,17.3,,0,,,M,,M,,,10,,63,,0,,5.1,,47,,78,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.6,2012-08-06 0:00,NU,2012,8,6,11.5,,7.3,,15.7,,0,,,M,,M,,,32,,48,,0,,6.5,,53,,84,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.7,2012-08-07 0:00,NU,2012,8,7,12.3,,5.2,,19.4,,0,,,M,,M,,,27,,35,,0,,5.7,,41,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.8,2012-08-08 0:00,NU,2012,8,8,16.8,,9.3,,24.3,,0,,,M,,M,,,26,,46,,0,,1.2,,38,,84,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.9,2012-08-09 0:00,NU,2012,8,9,18.3,,12.5,,24,,0,,,M,,M,,,27,,33,,0.3,,0,,39,,84,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.10,2012-08-10 0:00,NU,2012,8,10,16.5,,10.8,,22.1,,0,,,M,,M,,,0,,0,,0,,1.5,,56,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.11,2012-08-11 0:00,NU,2012,8,11,14.1,,10.5,,17.6,,1.8,,,M,,M,,,34,,56,,0,,3.9,,67,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.12,2012-08-12 0:00,NU,2012,8,12,12.2,,9,,15.3,,0,,,M,,M,,,35,,44,,0,,5.8,,50,,87,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.13,2012-08-13 0:00,NU,2012,8,13,9.4,,4.8,,13.9,,0,,,M,,M,,,30,,35,,0,,8.6,,38,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.14,2012-08-14 0:00,NU,2012,8,14,10.2,,7.6,,12.7,,18.5,,,M,,M,,,14,,44,,0,,7.8,,72,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.15,2012-08-15 0:00,NU,2012,8,15,6,,2.8,,9.1,,0,,,M,,M,,,35,,46,,0,,12,,57,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.16,2012-08-16 0:00,NU,2012,8,16,5,,1.8,,8.1,,0.9,,,M,,M,,,0,,0,,0,,13,,52,,89,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.17,2012-08-17 0:00,NU,2012,8,17,7.2,,4,,10.4,,1,,,M,,M,,,0,,0,,0,,10.8,,61,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.18,2012-08-18 0:00,NU,2012,8,18,11.6,,6,,17.1,,0,,,M,,M,,,0,,0,,0,,6.4,,49,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.19,2012-08-19 0:00,NU,2012,8,19,12.9,,8.9,,16.9,,0.4,,,M,,M,,,18,,43,,0,,5.1,,61,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.20,2012-08-20 0:00,NU,2012,8,20,15.4,,11,,19.8,,0,,,M,,M,,,16,,56,,0,,2.6,,50,,94,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.21,2012-08-21 0:00,NU,2012,8,21,10.4,,6.5,,14.2,,0,,,M,,M,,,28,,37,,0,,7.6,,59,,92,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.22,2012-08-22 0:00,NU,2012,8,22,9.9,,5.4,,14.4,,0,,,M,,M,,,29,,35,,0,,8.1,,60,,96,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.23,2012-08-23 0:00,NU,2012,8,23,9.8,,4.9,,14.7,,0,,,M,,M,,,31,,39,,0,,8.2,,61,,93,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.24,2012-08-24 0:00,NU,2012,8,24,8.2,,4.5,,11.9,,0,,,M,,M,,,0,,0,,0,,9.8,,76,,95,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.25,2012-08-25 0:00,NU,2012,8,25,11,,9.1,,12.9,,0.6,,,M,,M,,,0,,0,,0,,7,,75,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.26,2012-08-26 0:00,NU,2012,8,26,11.3,,7.3,,15.3,,0,,,M,,M,,,35,,44,,0,,6.7,,53,,90,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.27,2012-08-27 0:00,NU,2012,8,27,10.4,,6.3,,14.4,,0,,,M,,M,,,34,,35,,0,,7.6,,53,,96,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.28,2012-08-28 0:00,NU,2012,8,28,9.7,,8.5,,10.8,,5.5,,,M,,M,,,11,,41,,0,,8.3,,75,,96,
-96,64.31666667,BAKER LAKE CLIMATE,2300501,2300501.2012.8.29,2012-08-29 0:00,NU,2012,8,29,10.3,,7.9,,12.6,,0,,,M,,M,,,10,,35,,0,,7.7,,59,,93,
